#force pN 	 last_time fs 	 accelration factor 
-48.000000	 3716600.176529	 67268400.140757 
-48.000000	 5408600.256895	 711858633.566545 
-48.000000	 3328400.158091	 4058436.561576 
-48.000000	 3933400.186826	 50155097.536553 
-48.000000	 4384200.208238	 473759578.757682 
-48.000000	 5092800.241895	 790629840.206062 
-48.000000	 4666800.221661	 253166473.197252 
-48.000000	 3600200.171000	 45236112.903549 
-48.000000	 4756000.225898	 160859292.780527 
-48.000000	 4190800.199052	 250895948.638149 
-48.000000	 3848200.182780	 76162588.354029 
-48.000000	 3268800.155260	 7462079.609063 
-48.000000	 2695800.128044	 1109011.672815 
-48.000000	 4188800.198957	 61528769.364276 
-48.000000	 5277800.250682	 367549952.092909 
-48.000000	 4604600.218707	 263374952.035499 
-48.000000	 3248200.154281	 19922294.497924 
-48.000000	 5214000.247652	 186676382.366814 
-48.000000	 3308400.157141	 12391343.971100 
-48.000000	 4683600.222459	 477916541.282955 
