#force pN 	 last_time fs 	 accelration factor 
-46.000000	 8904200.000000	 2533181553.210145 
-46.000000	 6550400.000000	 196603802.487842 
-46.000000	 5380200.000000	 19407055.016539 
-46.000000	 6976800.000000	 189969751.656220 
-46.000000	 5658800.000000	 7728276.153717 
-46.000000	 6649800.000000	 175058267.497093 
-46.000000	 7815400.000000	 869674652.783532 
-46.000000	 5177400.000000	 5063330.581179 
-46.000000	 6956600.000000	 331931993.434875 
-46.000000	 7204600.000000	 265494407.888242 
-46.000000	 6231200.000000	 32611694.885525 
-46.000000	 4863800.000000	 10744547.352579 
-46.000000	 7803600.000000	 748210044.083316 
-46.000000	 6096800.000000	 99954494.072187 
-46.000000	 8150600.000000	 612805203.449895 
-46.000000	 5847000.000000	 80294983.609969 
-46.000000	 7835000.000000	 884430609.344854 
-46.000000	 5867800.000000	 40684854.243953 
-46.000000	 6596400.000000	 291640939.015542 
-46.000000	 5584200.000000	 50033951.014743 
