#force pN 	 last_time fs 	 accelration factor 
-4.000000	 14280200.000000	 90491914614.906281 
-4.000000	 13158000.000000	 25423171934.957550 
-4.000000	 14554800.000000	 102690084330.710785 
-4.000000	 17749600.000000	 397447956309.922119 
-4.000000	 11835200.000000	 6111992551.494710 
-4.000000	 16226000.000000	 200727719236.284698 
-4.000000	 12209400.000000	 11653507829.890865 
-4.000000	 13525000.000000	 30712756291.393353 
-4.000000	 15659800.000000	 178810844993.422577 
-4.000000	 13663200.000000	 27924914365.328777 
-4.000000	 15736800.000000	 214856962004.970459 
-4.000000	 13531200.000000	 35822828402.805222 
-4.000000	 14215800.000000	 41710851113.459961 
-4.000000	 17918000.000000	 424642022659.926208 
-4.000000	 10767000.000000	 5889304161.651659 
-4.000000	 15142400.000000	 118880115427.888519 
-4.000000	 16822000.000000	 263641667304.812714 
-4.000000	 14970400.000000	 67920718679.471573 
-4.000000	 17164000.000000	 299623353015.559082 
-4.000000	 17739800.000000	 761282704961.951904 
