#force pN 	 last_time fs 	 accelration factor 
-50.000000	 1542200.073251	 17511.925546 
-50.000000	 3480800.165329	 6579234.068828 
-50.000000	 3271200.155374	 7595505.773020 
-50.000000	 3956000.187900	 136508816.313925 
-50.000000	 3835800.182191	 16430632.580818 
-50.000000	 3801800.180576	 45942108.584393 
-50.000000	 4148200.197029	 19313410.137225 
-50.000000	 5065200.240584	 1101230160.100151 
-50.000000	 4532800.215296	 112755434.528812 
-50.000000	 4021000.190987	 80662361.742550 
-50.000000	 4120800.195727	 55310154.953207 
-50.000000	 4224600.200658	 127044606.508236 
-50.000000	 3802400.180604	 24133749.194905 
-50.000000	 3670400.174335	 22883997.585431 
-50.000000	 4049800.192355	 77987732.919111 
-50.000000	 4587200.217880	 481397550.156344 
-50.000000	 4422400.210053	 184407637.964613 
-50.000000	 3229600.153398	 4700918.456970 
-50.000000	 4143800.196820	 43861353.906890 
-50.000000	 5469000.259764	 1570285541.487852 
