#force pN 	 last_time fs 	 accelration factor 
0.000000	 12561200.000000	 16157233586.639597 
0.000000	 15611400.000000	 239152730085.374481 
0.000000	 15217600.000000	 122358280928.665787 
0.000000	 17411000.000000	 439495303877.896912 
0.000000	 11773000.000000	 10694059434.211039 
0.000000	 13820000.000000	 48349957799.345627 
0.000000	 15422200.000000	 106706493010.097733 
0.000000	 11606000.000000	 4533195103.942910 
0.000000	 11269400.000000	 5873134177.769738 
0.000000	 11504200.000000	 2575191206.850742 
0.000000	 12306400.000000	 16754443525.553808 
0.000000	 14760600.000000	 78428370683.053040 
0.000000	 10755000.000000	 3614716819.775059 
0.000000	 17434800.000000	 564400991825.612915 
0.000000	 16395600.000000	 183678550614.235779 
0.000000	 16949800.000000	 346406268603.054260 
0.000000	 16843600.000000	 613702992373.643311 
0.000000	 9822600.000000	 1147587328.286473 
0.000000	 13316800.000000	 19412510063.314854 
0.000000	 15344400.000000	 147974812049.792297 
