#force pN 	 last_time fs 	 accelration factor 
-44.000000	 4509000.214166	 71954115.511498 
-44.000000	 3935400.186921	 29581359.721128 
-44.000000	 5140800.244175	 653581726.096689 
-44.000000	 5485800.260562	 2141881678.164715 
-44.000000	 3740400.177659	 30487955.205895 
-44.000000	 5033600.239083	 576270342.014906 
-44.000000	 5072200.240917	 601745534.072738 
-44.000000	 3664600.174059	 46195304.606130 
-44.000000	 4586200.217833	 241404968.115319 
-44.000000	 5218000.247842	 2015490848.261751 
-44.000000	 4078000.193695	 94219332.934660 
-44.000000	 5366800.254909	 2361377712.831381 
-44.000000	 3044800.144620	 2774525.603065 
-44.000000	 3295400.156523	 12301298.221181 
-44.000000	 5818200.276350	 5872650872.747819 
-44.000000	 4776200.226857	 205580262.098638 
-44.000000	 4396400.208818	 270604078.561324 
-44.000000	 5467600.259697	 1748169509.241678 
-44.000000	 3857400.183217	 44060133.948186 
-44.000000	 4876400.231617	 279285847.842797 
