#force pN 	 last_time fs 	 accelration factor 
-24.000000	 6272000.000000	 88842389.488893 
-24.000000	 5068800.000000	 39017186.544212 
-24.000000	 7907600.000000	 724891791.517292 
-24.000000	 6749800.000000	 134942889.720220 
-24.000000	 7565200.000000	 418503471.932215 
-24.000000	 7824800.000000	 1367906364.997637 
-24.000000	 7028400.000000	 289882926.664041 
-24.000000	 7424600.000000	 1239671241.415769 
-24.000000	 5875600.000000	 99669794.154071 
-24.000000	 9279000.000000	 8376739422.217977 
-24.000000	 10014800.000000	 10120757855.038879 
-24.000000	 8399600.000000	 2920745139.277413 
-24.000000	 9182000.000000	 5409828173.892937 
-24.000000	 3956200.000000	 5953274.421539 
-24.000000	 9405200.000000	 9979404231.174536 
-24.000000	 6396600.000000	 347610068.928504 
-24.000000	 7551600.000000	 1579408199.895627 
-24.000000	 8051600.000000	 677588946.127714 
-24.000000	 6566800.000000	 182062194.359781 
-24.000000	 9235400.000000	 11522522375.256777 
