#force pN 	 last_time fs 	 accelration factor 
-6.000000	 7514400.356915	 20841614318.809788 
-6.000000	 6002800.285118	 6227320404.573724 
-6.000000	 8243800.391559	 208176508031.402283 
-6.000000	 5639000.267838	 5269835405.665142 
-6.000000	 6550600.311137	 27559927033.816486 
-6.000000	 8878000.421682	 637636779656.269775 
-6.000000	 7939800.377120	 109495415039.769348 
-6.000000	 5387200.255878	 2353558374.758006 
-6.000000	 6007400.285336	 10040608613.115940 
-6.000000	 7187600.341393	 72128805795.799881 
-6.000000	 5346600.253950	 898774030.468064 
-6.000000	 12240200.581378	 18311853146132.519531 
-6.000000	 5867400.278687	 5484343519.932086 
-6.000000	 6191600.294085	 11373436272.504141 
-6.000000	 7776600.369369	 139632559170.786163 
-6.000000	 7067600.335693	 58772251591.519653 
-6.000000	 7600200.360990	 65406546468.241714 
-6.000000	 5671800.269396	 1291911812.910352 
-6.000000	 7141800.339217	 36322976976.166603 
-6.000000	 6878400.326706	 24797823194.758060 
