#force pN 	 last_time fs 	 accelration factor 
-40.000000	 8768000.000000	 169805881.990688 
-40.000000	 8627600.000000	 401194080.468877 
-40.000000	 6554400.000000	 15344334.300265 
-40.000000	 6244200.000000	 6803953.859785 
-40.000000	 9635400.000000	 400259617.217689 
-40.000000	 9786200.000000	 406777650.924970 
-40.000000	 8580400.000000	 63254967.525359 
-40.000000	 8756400.000000	 324830351.734202 
-40.000000	 7470200.000000	 48266086.251969 
-40.000000	 8885800.000000	 121811818.808230 
-40.000000	 7129600.000000	 17009171.589722 
-40.000000	 6261800.000000	 4089968.724728 
-40.000000	 9376600.000000	 387538851.298758 
-40.000000	 8051200.000000	 20464266.304841 
-40.000000	 6082800.000000	 9394320.817983 
-40.000000	 9033800.000000	 211666059.050953 
-40.000000	 10836600.000000	 1395039987.238398 
-40.000000	 8494800.000000	 144973811.081971 
-40.000000	 9103600.000000	 342164971.796337 
-40.000000	 9845000.000000	 501260077.680353 
