#force pN 	 last_time fs 	 accelration factor 
-32.000000	 7678000.000000	 792609290.534251 
-32.000000	 7445000.000000	 963989825.901621 
-32.000000	 7006800.000000	 766873191.852736 
-32.000000	 11177600.000000	 31201853893.969254 
-32.000000	 7634800.000000	 1248083693.304244 
-32.000000	 6065000.000000	 212441029.822883 
-32.000000	 8841200.000000	 2895595355.787662 
-32.000000	 8288200.000000	 1907240976.355852 
-32.000000	 8414600.000000	 4377469470.386660 
-32.000000	 6546000.000000	 392614672.123943 
-32.000000	 6812400.000000	 224407427.339387 
-32.000000	 6450400.000000	 319995038.398760 
-32.000000	 6168800.000000	 96150127.266282 
-32.000000	 6907000.000000	 217449662.058303 
-32.000000	 8398000.000000	 1596150183.575624 
-32.000000	 6673200.000000	 408200290.167134 
-32.000000	 6269800.000000	 87418186.256682 
-32.000000	 8329800.000000	 1698868870.052294 
-32.000000	 7775200.000000	 1197948641.846301 
-32.000000	 6705400.000000	 274854064.023680 
