#force pN 	 last_time fs 	 accelration factor 
-12.000000	 11447600.000000	 4513392331.268871 
-12.000000	 12968200.000000	 19121335017.752571 
-12.000000	 13186800.000000	 25474305455.622707 
-12.000000	 10934200.000000	 3835456350.863864 
-12.000000	 13033000.000000	 11693501020.067038 
-12.000000	 12310000.000000	 6487514170.140844 
-12.000000	 11597400.000000	 3773315761.201306 
-12.000000	 10540800.000000	 1426794490.733004 
-12.000000	 13710400.000000	 36447599697.759247 
-12.000000	 8384200.000000	 650739934.760960 
-12.000000	 11348200.000000	 1818989631.267237 
-12.000000	 9613600.000000	 736183338.868954 
-12.000000	 12765800.000000	 18710900617.218975 
-12.000000	 9497800.000000	 1142146674.053412 
-12.000000	 13319800.000000	 21076918002.823406 
-12.000000	 10850200.000000	 4283231428.532835 
-12.000000	 12418800.000000	 10325569186.168705 
-12.000000	 9844800.000000	 1168275465.024247 
-12.000000	 10561000.000000	 2134564109.884274 
-12.000000	 11770600.000000	 7995228112.161508 
