#force pN 	 last_time fs 	 accelration factor 
-16.000000	 6459800.000000	 22973743.437219 
-16.000000	 10733800.000000	 1837189339.047002 
-16.000000	 9361200.000000	 585497143.507501 
-16.000000	 11194200.000000	 2871377844.148006 
-16.000000	 11605000.000000	 4965738631.717008 
-16.000000	 9094800.000000	 426346239.522494 
-16.000000	 8598400.000000	 222506477.927813 
-16.000000	 11825400.000000	 7504585346.741697 
-16.000000	 11373000.000000	 5370849692.364601 
-16.000000	 6349800.000000	 20512746.234085 
-16.000000	 9159000.000000	 536177178.518964 
-16.000000	 12814000.000000	 7999021365.883013 
-16.000000	 12252000.000000	 5730679285.294449 
-16.000000	 10665400.000000	 3165636050.879554 
-16.000000	 10495200.000000	 903588648.289837 
-16.000000	 11490200.000000	 6143792257.759510 
-16.000000	 10070000.000000	 1347098131.764318 
-16.000000	 10089000.000000	 1175355799.477509 
-16.000000	 11537600.000000	 4395405194.653020 
-16.000000	 13582800.000000	 30859321234.062782 
