#force pN 	 last_time fs 	 accelration factor 
-8.000000	 10695800.000000	 52102354150.353516 
-8.000000	 8556800.000000	 5272166372.986592 
-8.000000	 10326600.000000	 41139591891.152641 
-8.000000	 8275800.000000	 2924334415.885640 
-8.000000	 9173600.000000	 8219461935.011674 
-8.000000	 12136400.000000	 129323016058.456467 
-8.000000	 8916600.000000	 12221655872.828636 
-8.000000	 10700400.000000	 62859026179.438095 
-8.000000	 7844400.000000	 4636000482.429601 
-8.000000	 9661200.000000	 19829245710.017414 
-8.000000	 8944600.000000	 19800388798.807632 
-8.000000	 8761200.000000	 7655536425.934197 
-8.000000	 7653400.000000	 1747945010.499952 
-8.000000	 9401200.000000	 7641961168.615512 
-8.000000	 13680000.000000	 616040629109.351196 
-8.000000	 11238800.000000	 105510183612.632904 
-8.000000	 11404400.000000	 113553942022.003082 
-8.000000	 11509800.000000	 106391587270.645416 
-8.000000	 10284000.000000	 55084297273.622284 
-8.000000	 12489400.000000	 355476189750.746887 
