#force pN 	 last_time fs 	 accelration factor 
-16.000000	 7697600.000000	 888942080.234745 
-16.000000	 11305800.000000	 124021949550.988266 
-16.000000	 7712800.000000	 945036436.778954 
-16.000000	 9407200.000000	 13479329461.462521 
-16.000000	 9749800.000000	 14174417692.816864 
-16.000000	 8504600.000000	 4261874519.719265 
-16.000000	 6893800.000000	 683735692.790512 
-16.000000	 9976400.000000	 36761624832.609436 
-16.000000	 10496600.000000	 27019424274.046982 
-16.000000	 9760000.000000	 16622573384.383898 
-16.000000	 7936600.000000	 2486654614.712216 
-16.000000	 8527000.000000	 3901109732.351399 
-16.000000	 8236600.000000	 1644169270.200283 
-16.000000	 7542400.000000	 692968672.199632 
-16.000000	 8120600.000000	 3948469875.981110 
-16.000000	 6461400.000000	 520501178.228491 
-16.000000	 8158600.000000	 2963955307.806082 
-16.000000	 7189200.000000	 1843200457.269946 
-16.000000	 10977000.000000	 45604864200.048180 
-16.000000	 8747200.000000	 2740903064.146146 
