#force pN 	 last_time fs 	 accelration factor 
-10.000000	 8100600.000000	 2751910547.656907 
-10.000000	 9714400.000000	 16868972464.683008 
-10.000000	 10798800.000000	 75946377841.996567 
-10.000000	 5976200.000000	 197568619.317905 
-10.000000	 9565600.000000	 7380952396.457149 
-10.000000	 9123600.000000	 14919775497.114401 
-10.000000	 6626200.000000	 412489189.406664 
-10.000000	 9508400.000000	 7623713519.597399 
-10.000000	 8870800.000000	 5137054493.353097 
-10.000000	 11643200.000000	 79862769618.789978 
-10.000000	 10043800.000000	 31322165257.272552 
-10.000000	 11602800.000000	 111006007043.993851 
-10.000000	 12423600.000000	 92343324064.346954 
-10.000000	 10973600.000000	 47985444387.259048 
-10.000000	 9479400.000000	 18007774912.880333 
-10.000000	 9494800.000000	 15006819520.086386 
-10.000000	 8861600.000000	 5274726143.124718 
-10.000000	 10108400.000000	 47949694167.612923 
-10.000000	 12382600.000000	 280706504604.652649 
-10.000000	 8087000.000000	 1282484886.897005 
