#force pN 	 last_time fs 	 accelration factor 
-26.000000	 6858600.000000	 275466168.448897 
-26.000000	 4478400.000000	 4628493.873925 
-26.000000	 8334200.000000	 3573869824.976773 
-26.000000	 9327200.000000	 6680370917.506592 
-26.000000	 6977200.000000	 785794169.465744 
-26.000000	 6130800.000000	 38462637.652394 
-26.000000	 10228600.000000	 32715317349.869534 
-26.000000	 7053800.000000	 302127222.274202 
-26.000000	 9008400.000000	 3977434973.281391 
-26.000000	 5827400.000000	 43092886.141143 
-26.000000	 7469800.000000	 949097795.929073 
-26.000000	 7866400.000000	 1169742785.658099 
-26.000000	 5373600.000000	 130630646.903101 
-26.000000	 8364200.000000	 2362807507.903559 
-26.000000	 7807000.000000	 781601060.233958 
-26.000000	 6858600.000000	 1526528414.467709 
-26.000000	 9875000.000000	 8222161774.306902 
-26.000000	 8666800.000000	 4802550208.796557 
-26.000000	 6707400.000000	 264244620.886042 
-26.000000	 10990000.000000	 28605681012.199348 
