#force pN 	 last_time fs 	 accelration factor 
-18.000000	 11150800.000000	 48414700019.975891 
-18.000000	 8033600.000000	 2572360826.644266 
-18.000000	 8723000.000000	 4784957517.997676 
-18.000000	 10259400.000000	 36752257253.376221 
-18.000000	 9068000.000000	 3740104621.569041 
-18.000000	 8896200.000000	 3900037183.764851 
-18.000000	 5629400.000000	 100500463.216264 
-18.000000	 7305200.000000	 1146864350.953166 
-18.000000	 8443600.000000	 4265262743.840353 
-18.000000	 10427800.000000	 21346102431.645077 
-18.000000	 7493400.000000	 1053304428.791464 
-18.000000	 9597000.000000	 6005060912.826432 
-18.000000	 8189200.000000	 1658337272.535963 
-18.000000	 7159200.000000	 536657865.680063 
-18.000000	 11308800.000000	 33070733662.765434 
-18.000000	 9792800.000000	 6626793904.461064 
-18.000000	 10258800.000000	 29413498367.979595 
-18.000000	 6710000.000000	 355598120.909048 
-18.000000	 10541200.000000	 25432217427.243755 
-18.000000	 8727200.000000	 3038288319.320301 
