#force pN 	 last_time fs 	 accelration factor 
-2.000000	 11102400.000000	 91876155234.351837 
-2.000000	 12079400.000000	 161066872174.054718 
-2.000000	 11130800.000000	 94448787848.329407 
-2.000000	 10625800.000000	 92716239357.548996 
-2.000000	 6933200.000000	 350628455.232594 
-2.000000	 10842600.000000	 37257149574.957893 
-2.000000	 10117400.000000	 46721446398.599464 
-2.000000	 10864000.000000	 45375186625.633751 
-2.000000	 14076800.000000	 943985934288.253174 
-2.000000	 12579800.000000	 378380681856.296814 
-2.000000	 9782000.000000	 19272295714.931236 
-2.000000	 7688200.000000	 2083855616.055297 
-2.000000	 11114000.000000	 94154743454.826355 
-2.000000	 11425600.000000	 104229632939.814789 
-2.000000	 12125200.000000	 123636858134.790131 
-2.000000	 10407800.000000	 55289751318.384727 
-2.000000	 10512600.000000	 49719442057.382172 
-2.000000	 10462200.000000	 75978268614.866531 
-2.000000	 12882400.000000	 304865076530.507874 
-2.000000	 13141200.000000	 778351165246.423340 
