#force pN 	 last_time fs 	 accelration factor 
-6.000000	 6878400.000000	 467037555.095550 
-6.000000	 11772400.000000	 143643118219.291443 
-6.000000	 9581800.000000	 16837138269.711254 
-6.000000	 9778600.000000	 11100766286.769146 
-6.000000	 10468800.000000	 44200042595.546257 
-6.000000	 13026000.000000	 673845916274.919556 
-6.000000	 11613800.000000	 214806571714.524017 
-6.000000	 9406000.000000	 15129140597.494524 
-6.000000	 7105200.000000	 885269349.616375 
-6.000000	 9215600.000000	 15261459231.612431 
-6.000000	 10592400.000000	 42508672355.384338 
-6.000000	 7924200.000000	 3106664464.361717 
-6.000000	 10955200.000000	 57881466728.614586 
-6.000000	 9749000.000000	 20186983562.877983 
-6.000000	 7988200.000000	 944051711.362472 
-6.000000	 10111000.000000	 15152854844.947123 
-6.000000	 14298400.000000	 1153370614543.445312 
-6.000000	 13435800.000000	 521418703689.854675 
-6.000000	 11025400.000000	 61399707489.987228 
-6.000000	 5729200.000000	 35210978.443536 
