#force pN 	 last_time fs 	 accelration factor 
-16.000000	 7612200.361560	 62138933800.087372 
-16.000000	 5720000.271685	 3261564798.584836 
-16.000000	 7207800.342352	 176297184980.340332 
-16.000000	 9031800.428987	 502211190535.493530 
-16.000000	 5489400.260733	 1892660119.406791 
-16.000000	 7612000.361551	 58260657359.310478 
-16.000000	 5314800.252439	 2146851152.430924 
-16.000000	 7871400.373871	 155386510992.803436 
-16.000000	 6126200.290979	 5272626002.161781 
-16.000000	 7091400.336823	 48550697891.455849 
-16.000000	 7315200.347453	 46138161575.309853 
-16.000000	 6121600.290760	 9170101631.753099 
-16.000000	 5841400.277452	 3403542358.069156 
-16.000000	 6371800.302644	 17392553905.197742 
-16.000000	 5741400.272702	 2337956777.259420 
-16.000000	 8897800.422623	 319765147079.888611 
-16.000000	 5781800.274621	 3889252955.811416 
-16.000000	 6936400.329461	 23621111407.492062 
-16.000000	 5428200.257826	 3265604194.673902 
-16.000000	 5944800.282363	 13458011857.203564 
