#force pN 	 last_time fs 	 accelration factor 
-20.000000	 7283400.000000	 424597615.471941 
-20.000000	 8567200.000000	 2897852884.806997 
-20.000000	 9458800.000000	 14891465955.895580 
-20.000000	 9496800.000000	 7451050432.431767 
-20.000000	 7753800.000000	 2189000137.405161 
-20.000000	 8553000.000000	 6061446335.817746 
-20.000000	 9193800.000000	 15226864761.812071 
-20.000000	 9068600.000000	 5924910742.222966 
-20.000000	 8547400.000000	 2454427131.373208 
-20.000000	 8260400.000000	 2493505662.453925 
-20.000000	 7969000.000000	 3369450461.905236 
-20.000000	 9173200.000000	 10313831387.457731 
-20.000000	 8447400.000000	 3201023649.863485 
-20.000000	 7791200.000000	 2309926007.403246 
-20.000000	 7015200.000000	 568536206.614282 
-20.000000	 8706800.000000	 9684381262.852943 
-20.000000	 9053600.000000	 9780912829.169062 
-20.000000	 7904000.000000	 982549354.021826 
-20.000000	 7951400.000000	 2056957493.312245 
-20.000000	 5586600.000000	 32661573.140942 
