#force pN 	 last_time fs 	 accelration factor 
-28.000000	 10020400.000000	 1173281232.046411 
-28.000000	 9594000.000000	 302497805.741631 
-28.000000	 8165800.000000	 131609824.612881 
-28.000000	 10855800.000000	 2458714670.837385 
-28.000000	 9442400.000000	 539806648.300996 
-28.000000	 8527800.000000	 78663993.155539 
-28.000000	 8273000.000000	 122099677.356369 
-28.000000	 8163600.000000	 176546906.752286 
-28.000000	 8967400.000000	 523861801.006372 
-28.000000	 10693000.000000	 2343082015.989786 
-28.000000	 10156200.000000	 565783918.081064 
-28.000000	 7163800.000000	 19899353.379400 
-28.000000	 10786600.000000	 3267851473.748716 
-28.000000	 8441400.000000	 193391928.612111 
-28.000000	 8026600.000000	 90418461.449051 
-28.000000	 11504400.000000	 4497486719.487390 
-28.000000	 8190400.000000	 111684324.947036 
-28.000000	 11548400.000000	 3400446486.106452 
-28.000000	 7808000.000000	 64169647.884273 
-28.000000	 8728400.000000	 318165968.469546 
