#force pN 	 last_time fs 	 accelration factor 
-12.000000	 7485000.000000	 1078273510.786059 
-12.000000	 8824800.000000	 3603299307.174951 
-12.000000	 9744600.000000	 9466041445.667212 
-12.000000	 9048000.000000	 11741338754.933928 
-12.000000	 8993800.000000	 4756603808.560833 
-12.000000	 9813200.000000	 14881361445.406746 
-12.000000	 11661000.000000	 86281051440.863907 
-12.000000	 9173200.000000	 11511413713.669277 
-12.000000	 11844600.000000	 120350469410.764420 
-12.000000	 8931200.000000	 2717954717.875214 
-12.000000	 7537200.000000	 1329735309.095200 
-12.000000	 9639200.000000	 19639212231.768074 
-12.000000	 5385200.000000	 79445378.938088 
-12.000000	 9045600.000000	 9231167454.518269 
-12.000000	 8227200.000000	 1974090113.123515 
-12.000000	 9043800.000000	 4584606050.790303 
-12.000000	 11104400.000000	 129022004268.963745 
-12.000000	 7945200.000000	 2326476464.050338 
-12.000000	 9124000.000000	 9398987735.173262 
-12.000000	 9455400.000000	 11259116678.514456 
