#force pN 	 last_time fs 	 accelration factor 
-48.000000	 7066600.000000	 339641245.369592 
-48.000000	 6208800.000000	 71129228.029619 
-48.000000	 5901000.000000	 36395692.517997 
-48.000000	 5545400.000000	 44350382.064603 
-48.000000	 5966800.000000	 54610040.051584 
-48.000000	 7084400.000000	 168256144.918801 
-48.000000	 6597600.000000	 63106174.516921 
-48.000000	 6702200.000000	 225188775.339549 
-48.000000	 7298400.000000	 324916711.178849 
-48.000000	 5936200.000000	 23085161.724937 
-48.000000	 4686400.000000	 8677681.120478 
-48.000000	 6305200.000000	 113274423.209931 
-48.000000	 5614800.000000	 27813421.008535 
-48.000000	 7893800.000000	 715247375.753022 
-48.000000	 7258200.000000	 250701290.190423 
-48.000000	 5508600.000000	 15185430.088542 
-48.000000	 4650600.000000	 4144766.742922 
-48.000000	 5570800.000000	 129838231.716111 
-48.000000	 4984000.000000	 16372622.748335 
-48.000000	 4528200.000000	 8103467.135237 
