#force pN 	 last_time fs 	 accelration factor 
-14.000000	 9721400.000000	 31671032210.719509 
-14.000000	 9385000.000000	 7890047622.414581 
-14.000000	 8543000.000000	 1801884370.240088 
-14.000000	 8884200.000000	 5402888870.073914 
-14.000000	 6944000.000000	 552962287.773999 
-14.000000	 10202400.000000	 30479602781.450760 
-14.000000	 7421800.000000	 1554185245.970474 
-14.000000	 8630600.000000	 3395921188.249411 
-14.000000	 10218800.000000	 14134805062.171223 
-14.000000	 8747200.000000	 3348493613.055552 
-14.000000	 10566600.000000	 22901381590.813198 
-14.000000	 6241800.000000	 145250521.891735 
-14.000000	 9381000.000000	 12576690540.803932 
-14.000000	 9439600.000000	 7650021484.779091 
-14.000000	 9544800.000000	 7345601544.118217 
-14.000000	 8577600.000000	 2779830003.682430 
-14.000000	 8960200.000000	 6686879454.935214 
-14.000000	 9181400.000000	 9585714428.647005 
-14.000000	 6238400.000000	 189560522.241321 
-14.000000	 8843600.000000	 9840748699.173151 
