#force pN 	 last_time fs 	 accelration factor 
-32.000000	 4195000.199252	 74732991.792626 
-32.000000	 4229000.200867	 103108226.980824 
-32.000000	 6345800.301409	 6865100698.901461 
-32.000000	 4843200.230040	 411956855.503821 
-32.000000	 6045200.287132	 6489639323.935150 
-32.000000	 4517200.214555	 214706364.701248 
-32.000000	 5408000.256866	 725065652.594930 
-32.000000	 5032400.239026	 543158513.490672 
-32.000000	 3604400.171200	 9176588.832296 
-32.000000	 6358200.301998	 3828846224.146463 
-32.000000	 4665200.221585	 245534927.736060 
-32.000000	 4878200.231702	 512499215.627930 
-32.000000	 5852000.277955	 1282829608.554861 
-32.000000	 4028000.191320	 133751892.760414 
-32.000000	 5907600.280596	 3965848740.964773 
-32.000000	 5828000.276815	 12357755122.058151 
-32.000000	 4833200.229565	 510848688.878504 
-32.000000	 6511800.309294	 10369298839.303402 
-32.000000	 5104600.242455	 309624391.373449 
-32.000000	 5460400.259355	 1111553675.900491 
