#force pN 	 last_time fs 	 accelration factor 
-36.000000	 6630000.000000	 215574525.034492 
-36.000000	 7072200.000000	 325235000.668050 
-36.000000	 5988600.000000	 73651551.780158 
-36.000000	 6779000.000000	 244446279.472247 
-36.000000	 6509000.000000	 353142966.442309 
-36.000000	 7349400.000000	 393049324.769994 
-36.000000	 6208600.000000	 81616586.054684 
-36.000000	 7758200.000000	 649439767.405649 
-36.000000	 7638200.000000	 970235683.477632 
-36.000000	 8471200.000000	 1813690875.803891 
-36.000000	 7381800.000000	 945575272.268387 
-36.000000	 8423200.000000	 3043555606.557458 
-36.000000	 7419600.000000	 508365063.864856 
-36.000000	 6438200.000000	 66653102.553075 
-36.000000	 5805600.000000	 45508624.218924 
-36.000000	 6452600.000000	 127015284.757610 
-36.000000	 8568600.000000	 2338771431.382877 
-36.000000	 5585200.000000	 31257599.698172 
-36.000000	 6640400.000000	 295392250.468858 
-36.000000	 6564000.000000	 142573535.939945 
