#force pN 	 last_time fs 	 accelration factor 
-32.000000	 10853000.000000	 1342550787.606467 
-32.000000	 8607600.000000	 238606566.411865 
-32.000000	 9077200.000000	 488874399.423808 
-32.000000	 6658200.000000	 15779942.147596 
-32.000000	 10735600.000000	 1191846345.227772 
-32.000000	 11250000.000000	 2021095509.317212 
-32.000000	 8113600.000000	 100313732.230481 
-32.000000	 9347400.000000	 499863093.947928 
-32.000000	 6662800.000000	 17741212.817658 
-32.000000	 5909200.000000	 5136354.305550 
-32.000000	 11021800.000000	 2289066635.232074 
-32.000000	 8989200.000000	 344046113.456534 
-32.000000	 10305200.000000	 642083099.329215 
-32.000000	 10441200.000000	 1362731068.777291 
-32.000000	 7974200.000000	 70937263.920711 
-32.000000	 12305200.000000	 5560336847.445937 
-32.000000	 7267400.000000	 54739494.312976 
-32.000000	 11050600.000000	 1883724367.478304 
-32.000000	 9948800.000000	 610110665.977338 
-32.000000	 10998000.000000	 3386912142.932078 
