#force pN 	 last_time fs 	 accelration factor 
-42.000000	 7000800.000000	 320807379.724980 
-42.000000	 6071600.000000	 130734704.366314 
-42.000000	 6177600.000000	 50939269.888530 
-42.000000	 7660600.000000	 1196931329.952492 
-42.000000	 5410200.000000	 37378955.144645 
-42.000000	 6889800.000000	 449730081.928987 
-42.000000	 5793400.000000	 93997020.323058 
-42.000000	 5266800.000000	 63185168.863344 
-42.000000	 7376400.000000	 353139472.567536 
-42.000000	 6911400.000000	 237936847.763584 
-42.000000	 4413000.000000	 4550621.486465 
-42.000000	 5548200.000000	 73358163.725532 
-42.000000	 8647000.000000	 2591377524.529752 
-42.000000	 7306400.000000	 338627746.670554 
-42.000000	 6006600.000000	 41808010.958080 
-42.000000	 5387600.000000	 28482711.772252 
-42.000000	 4438800.000000	 2880683.913257 
-42.000000	 7187200.000000	 576129858.087348 
-42.000000	 6532400.000000	 189261265.722991 
-42.000000	 6380800.000000	 180693860.272882 
