#force pN 	 last_time fs 	 accelration factor 
-30.000000	 5448800.000000	 25767554.593771 
-30.000000	 4700200.000000	 9016071.584107 
-30.000000	 8601600.000000	 4495784491.635509 
-30.000000	 8120000.000000	 1461000718.006371 
-30.000000	 6604000.000000	 151346688.064949 
-30.000000	 7320200.000000	 507333079.324582 
-30.000000	 8361800.000000	 2045408505.063730 
-30.000000	 6887600.000000	 365830862.134264 
-30.000000	 8635800.000000	 2906955161.445249 
-30.000000	 6558600.000000	 227982825.074684 
-30.000000	 7455000.000000	 318570158.313939 
-30.000000	 8059000.000000	 1280916398.695904 
-30.000000	 8707200.000000	 3660438335.237087 
-30.000000	 6460800.000000	 148486667.548506 
-30.000000	 6475600.000000	 66882934.330971 
-30.000000	 8999400.000000	 6723722499.275135 
-30.000000	 8985200.000000	 12022092658.497801 
-30.000000	 6932400.000000	 484645490.260160 
-30.000000	 8459400.000000	 2139995575.896135 
-30.000000	 8113800.000000	 2369804889.888826 
