#force pN 	 last_time fs 	 accelration factor 
-4.000000	 9287200.000000	 4462812507.350401 
-4.000000	 5637800.000000	 114418887.185257 
-4.000000	 10681000.000000	 52708862580.317360 
-4.000000	 11257600.000000	 95597408470.220917 
-4.000000	 11452000.000000	 67295654715.848625 
-4.000000	 7846000.000000	 3131049606.718311 
-4.000000	 10827000.000000	 22775716681.742542 
-4.000000	 11431200.000000	 84678614892.102463 
-4.000000	 8912800.000000	 8320337430.214219 
-4.000000	 10145800.000000	 26888082895.547024 
-4.000000	 9457600.000000	 8365615612.821464 
-4.000000	 7262400.000000	 672687562.189461 
-4.000000	 11665200.000000	 109809422940.637451 
-4.000000	 10164800.000000	 32052673363.871681 
-4.000000	 9005600.000000	 5828557390.670025 
-4.000000	 8676400.000000	 3304763551.870603 
-4.000000	 10595000.000000	 29068990352.147739 
-4.000000	 11561000.000000	 90029341084.219955 
-4.000000	 10516000.000000	 50918513505.125313 
-4.000000	 9857800.000000	 24584360676.837742 
