#force pN 	 last_time fs 	 accelration factor 
-42.000000	 5997600.284871	 1641343521.761336 
-42.000000	 4625200.219685	 342548194.388564 
-42.000000	 4733200.224815	 324269602.282224 
-42.000000	 4486600.213102	 282891899.563509 
-42.000000	 6323000.300326	 8691037162.579531 
-42.000000	 5649800.268351	 2160236161.469196 
-42.000000	 4692000.222858	 528798801.510267 
-42.000000	 4735400.224919	 263454634.207701 
-42.000000	 3349800.159107	 6705970.401610 
-42.000000	 5436600.258225	 846105588.141177 
-42.000000	 3743400.177802	 62322667.419038 
-42.000000	 5584000.265226	 1667700218.766228 
-42.000000	 4932400.234276	 348447503.000924 
-42.000000	 3130200.148677	 2104462.226166 
-42.000000	 3351200.159173	 16528876.293723 
-42.000000	 5307800.252107	 1148648611.649063 
-42.000000	 2713800.128899	 2516288.274370 
-42.000000	 4512800.214346	 228067348.625232 
-42.000000	 4232200.201019	 155593719.721868 
-42.000000	 4047800.192260	 155982614.270891 
