#force pN 	 last_time fs 	 accelration factor 
-44.000000	 8093400.000000	 51679934.752539 
-44.000000	 4916400.000000	 1387907.816677 
-44.000000	 5802800.000000	 4614396.251052 
-44.000000	 8537800.000000	 213736214.245492 
-44.000000	 7171600.000000	 35263629.291395 
-44.000000	 7968000.000000	 129562687.722088 
-44.000000	 6194200.000000	 9129328.569940 
-44.000000	 8110800.000000	 104558707.674967 
-44.000000	 7925400.000000	 24872397.565703 
-44.000000	 8085400.000000	 64607593.306459 
-44.000000	 6218200.000000	 13939249.650224 
-44.000000	 6280400.000000	 6160255.449806 
-44.000000	 7907400.000000	 61789752.120734 
-44.000000	 6258600.000000	 16801174.324668 
-44.000000	 7274600.000000	 56454628.033436 
-44.000000	 8062600.000000	 29045450.619011 
-44.000000	 7541000.000000	 47569258.283396 
-44.000000	 8878400.000000	 103851657.650950 
-44.000000	 9835600.000000	 612158463.078449 
-44.000000	 8943200.000000	 145331734.823746 
