#force pN 	 last_time fs 	 accelration factor 
-44.000000	 5829400.000000	 45616875.269706 
-44.000000	 5562200.000000	 76528718.758515 
-44.000000	 6673000.000000	 134795203.975154 
-44.000000	 5923600.000000	 127312203.207338 
-44.000000	 5370800.000000	 23507341.730155 
-44.000000	 4532000.000000	 5119715.392660 
-44.000000	 6797600.000000	 185932103.660044 
-44.000000	 6713600.000000	 73577424.289766 
-44.000000	 7957200.000000	 1761278469.199306 
-44.000000	 4959200.000000	 9165370.690965 
-44.000000	 6615400.000000	 81428549.227975 
-44.000000	 5542600.000000	 23608890.722110 
-44.000000	 6058200.000000	 61685317.479198 
-44.000000	 2650600.000000	 139567.511306 
-44.000000	 7292400.000000	 443958641.525311 
-44.000000	 6604200.000000	 185246767.619235 
-44.000000	 6856000.000000	 109191085.451091 
-44.000000	 4917600.000000	 11533725.901315 
-44.000000	 6326800.000000	 90758000.804262 
-44.000000	 5682800.000000	 102963603.390291 
