#force pN 	 last_time fs 	 accelration factor 
-8.000000	 11816400.000000	 8603008008.377527 
-8.000000	 15149800.000000	 123215532459.575775 
-8.000000	 14402000.000000	 17373838261.977264 
-8.000000	 5881000.000000	 4246500.755719 
-8.000000	 11380000.000000	 5975727173.603411 
-8.000000	 14164400.000000	 47684147519.306351 
-8.000000	 11529400.000000	 7681296145.500762 
-8.000000	 12024600.000000	 7324644334.019967 
-8.000000	 14066200.000000	 40035787757.816681 
-8.000000	 14040800.000000	 37511952033.663406 
-8.000000	 15087600.000000	 41944558771.509438 
-8.000000	 9684200.000000	 713593647.983703 
-8.000000	 11060800.000000	 5961072873.363277 
-8.000000	 11427800.000000	 8453806544.592427 
-8.000000	 13181600.000000	 19862698591.456623 
-8.000000	 15471800.000000	 125852353416.882339 
-8.000000	 11596800.000000	 3949540834.999204 
-8.000000	 13772600.000000	 20715357651.022427 
-8.000000	 12641200.000000	 8769186408.503384 
-8.000000	 13744400.000000	 37851158713.619652 
