#force pN 	 last_time fs 	 accelration factor 
-30.000000	 6686800.317606	 10791988554.804808 
-30.000000	 6935600.329423	 15917604586.765785 
-30.000000	 3734600.177384	 35150893.649734 
-30.000000	 6822000.324028	 12034505534.405882 
-30.000000	 5182800.246170	 1222487434.520250 
-30.000000	 4643600.220559	 668485060.648541 
-30.000000	 4584000.217728	 245583506.540501 
-30.000000	 5157000.244944	 349568915.438410 
-30.000000	 4227600.200800	 125537664.851781 
-30.000000	 6323000.300326	 23079822080.327248 
-30.000000	 4576200.217358	 175275697.998126 
-30.000000	 4286400.203593	 124044170.135457 
-30.000000	 5101800.242322	 1315609844.332261 
-30.000000	 5584200.265235	 2657839795.970128 
-30.000000	 5801400.275552	 9365813738.992794 
-30.000000	 5550800.263649	 1259505756.382282 
-30.000000	 4873000.231455	 453888298.793377 
-30.000000	 6409200.304421	 16785801262.992706 
-30.000000	 5798600.275419	 2112722128.487840 
-30.000000	 3908200.185630	 48270229.420446 
