#force pN 	 last_time fs 	 accelration factor 
-24.000000	 13287400.000000	 17904171539.920509 
-24.000000	 9740400.000000	 1911266876.719306 
-24.000000	 9412200.000000	 1104685974.081872 
-24.000000	 12689600.000000	 7900888116.095403 
-24.000000	 11403800.000000	 3939566551.907917 
-24.000000	 11222800.000000	 2722665480.632195 
-24.000000	 10076400.000000	 524786320.562465 
-24.000000	 11825600.000000	 5373340649.146082 
-24.000000	 11636200.000000	 5095385368.089944 
-24.000000	 9350000.000000	 276045451.362177 
-24.000000	 9997000.000000	 902261505.691489 
-24.000000	 12991600.000000	 10465923572.086536 
-24.000000	 9952600.000000	 1523310792.036346 
-24.000000	 9434000.000000	 736687285.070514 
-24.000000	 9243400.000000	 822049001.318195 
-24.000000	 9110200.000000	 198274173.189024 
-24.000000	 9481400.000000	 549454440.409583 
-24.000000	 10933200.000000	 1769606010.436560 
-24.000000	 11928000.000000	 2481483301.616607 
-24.000000	 12403200.000000	 9753098058.900316 
