#force	 last_time	 alpha	 product
2.4 2405.880000 54.401131 0.130883 
2.4 1989.800000 33.827510 0.067310 
2.4 2525.640000 61.939448 0.156437 
2.4 2388.880000 54.051843 0.129123 
2.4 2437.320000 58.914633 0.143594 
2.4 1956.680000 34.261630 0.067039 
2.4 2293.160000 47.335037 0.108547 
2.4 2180.920000 40.519839 0.088371 
2.4 2017.440000 35.631858 0.071885 
2.4 2513.400000 66.074028 0.166070 
2.4 1933.040000 31.344358 0.060590 
2.4 2727.040000 80.233771 0.218801 
2.4 1802.480000 25.070055 0.045188 
2.4 2569.800000 64.357646 0.165386 
2.4 1878.360000 29.430271 0.055281 
2.4 2772.720000 74.150630 0.205599 
2.4 2756.480000 71.424966 0.196881 
2.4 2545.200000 63.538494 0.161718 
2.4 2805.880000 75.886123 0.212927 
2.4 2311.840000 44.810064 0.103594 
