#run	 escape_time
1	 0.174732
2	 0.298228
3	 0.313156
4	 0.218183
5	 0.182267
6	 0.225556
7	 0.208883
8	 0.436871
9	 0.297267
10	 0.291193
11	 0.276986
12	 0.174175
13	 0.511120
14	 0.337818
15	 0.101612
16	 0.489348
17	 0.276021
18	 0.190070
19	 0.214752
20	 0.247736
