#run	 escape_time
1	 0.276162
2	 0.189366
3	 0.359810
4	 0.132163
5	 0.393460
6	 0.200315
7	 0.594001
8	 0.496922
9	 0.388993
10	 0.161420
11	 0.544644
12	 0.382840
13	 0.525124
14	 0.163408
15	 0.127376
16	 0.708545
17	 0.425025
18	 0.566004
19	 0.432981
20	 0.298759
