#run	 escape_time
1	 0.121191
2	 0.305796
3	 0.095629
4	 0.190955
5	 0.164172
6	 0.122626
7	 0.060532
8	 0.054394
9	 0.092937
10	 0.050343
11	 0.172180
12	 0.223525
13	 0.090083
14	 0.220545
15	 0.141867
16	 0.095678
17	 0.109895
18	 0.081529
19	 0.087928
20	 0.058348
