#run	 escape_time
1	 0.106312
2	 0.193766
3	 0.136863
4	 0.229681
5	 0.228906
6	 0.105279
7	 0.062253
8	 0.120507
9	 0.053973
10	 0.115398
11	 0.208390
12	 0.156295
13	 0.234365
14	 0.226809
15	 0.071325
16	 0.108115
17	 0.143348
18	 0.167624
19	 0.041930
20	 0.177528
