#run	 escape_time
1	 0.265533
2	 0.205558
3	 0.159095
4	 0.380051
5	 0.345708
6	 0.237603
7	 0.231201
8	 0.268019
9	 0.280654
10	 0.136422
11	 0.387123
12	 0.247753
13	 0.187075
14	 0.325925
15	 0.069578
16	 0.234255
17	 0.142471
18	 0.390550
19	 0.205837
20	 0.542914
