#run	 escape_time
1	 0.352659
2	 0.487205
3	 0.244666
4	 0.543952
5	 0.524371
6	 0.318196
7	 0.642456
8	 0.245453
9	 0.292648
10	 0.398831
11	 0.180981
12	 0.478594
13	 0.198141
14	 0.226236
15	 0.275905
16	 0.286061
17	 0.162430
18	 0.360791
19	 0.045239
20	 0.149422
