#force	 last_time	 alpha	 product
0.8 15283.360000 7.201174 0.110058 
0.8 14452.320000 6.767969 0.097813 
0.8 10381.000000 5.227476 0.054266 
0.8 19709.800000 9.378142 0.184841 
0.8 12006.680000 5.660098 0.067959 
0.8 15311.680000 6.627136 0.101473 
0.8 21014.760000 10.165135 0.213618 
0.8 19638.240000 10.392380 0.204088 
0.8 23619.600000 12.176240 0.287598 
0.8 20063.280000 9.762025 0.195858 
0.8 15111.000000 6.609794 0.099881 
0.8 10767.920000 5.170619 0.055677 
0.8 18692.200000 8.889435 0.166163 
0.8 14141.200000 6.616503 0.093565 
0.8 14649.000000 6.852961 0.100389 
0.8 16408.440000 7.218907 0.118451 
0.8 14004.280000 7.014779 0.098237 
0.8 14271.400000 6.617543 0.094442 
0.8 12207.560000 5.784075 0.070609 
0.8 16445.760000 7.663098 0.126025 
