#force	 last_time	 alpha	 product
7.6 12412.760000 12.601810 0.156423 
7.6 15239.920000 17.322831 0.263999 
7.6 18805.840000 26.090493 0.490654 
7.6 14460.480000 16.084629 0.232591 
7.6 15802.160000 19.193605 0.303300 
7.6 14161.960000 15.827641 0.224150 
7.6 9417.480000 8.617568 0.081156 
7.6 15846.240000 18.806945 0.298019 
7.6 13440.720000 14.262872 0.191703 
7.6 11992.560000 11.709143 0.140423 
7.6 15048.800000 16.975081 0.255455 
7.6 14036.560000 15.637920 0.219503 
7.6 20056.760000 29.569372 0.593066 
7.6 19187.880000 25.824003 0.495508 
7.6 17640.440000 22.478887 0.396537 
7.6 12740.600000 13.171368 0.167811 
7.6 19448.520000 27.446038 0.533785 
7.6 11329.440000 10.764647 0.121957 
7.6 8870.240000 7.764590 0.068874 
7.6 15069.160000 17.297179 0.260654 
