#run	 escape_time
1	 0.233642
2	 0.199792
3	 0.161831
4	 0.045777
5	 0.060974
6	 0.089533
7	 0.242036
8	 0.271795
9	 0.136051
10	 0.170409
11	 0.123753
12	 0.290190
13	 0.121130
14	 0.253485
15	 0.058040
16	 0.085705
17	 0.151887
18	 0.117238
19	 0.302454
20	 0.040999
