#force	 last_time	 alpha	 product
8.0 1148.280000 9.949754 0.011425 
8.0 1872.480000 27.431694 0.051365 
8.0 1795.960000 26.914323 0.048337 
8.0 2649.600000 67.458225 0.178737 
8.0 1752.520000 25.696420 0.045033 
8.0 2195.280000 41.408079 0.090902 
8.0 1583.080000 20.671222 0.032724 
8.0 2076.360000 36.738276 0.076282 
8.0 3046.400000 101.719038 0.309877 
8.0 2437.600000 56.006753 0.136522 
8.0 2418.720000 53.867172 0.130290 
8.0 2320.920000 50.518026 0.117248 
8.0 1940.320000 27.189285 0.052756 
8.0 2438.200000 57.706561 0.140700 
8.0 952.040000 7.842715 0.007467 
8.0 1663.480000 20.071469 0.033388 
8.0 2141.720000 38.601481 0.082674 
8.0 1469.800000 18.233178 0.026799 
8.0 2056.200000 33.824503 0.069550 
8.0 999.440000 9.611187 0.009606 
