#force	 last_time	 alpha	 product
3.2 2526.640000 56.669978 0.143185 
3.2 2234.440000 42.710188 0.095433 
3.2 2953.560000 87.116395 0.257303 
3.2 2610.320000 64.319445 0.167894 
3.2 2416.160000 53.228187 0.128608 
3.2 2737.400000 71.092340 0.194608 
3.2 2418.320000 50.662245 0.122518 
3.2 3075.200000 100.529515 0.309148 
3.2 2525.320000 59.094582 0.149233 
3.2 2564.320000 61.576684 0.157902 
3.2 1990.840000 36.737561 0.073139 
3.2 2651.360000 62.321840 0.165238 
3.2 2465.160000 57.530390 0.141822 
3.2 1983.640000 28.958395 0.057443 
3.2 1877.600000 28.288269 0.053114 
3.2 2455.640000 50.272404 0.123451 
3.2 1874.080000 28.612658 0.053622 
3.2 2534.760000 58.835006 0.149133 
3.2 2597.080000 62.158302 0.161430 
3.2 2160.920000 39.471288 0.085294 
