#force	 last_time	 alpha	 product
6.8 2961.000000 91.090094 0.269718 
6.8 1813.920000 25.277316 0.045851 
6.8 2246.600000 40.709960 0.091459 
6.8 1871.120000 30.667584 0.057383 
6.8 1896.800000 29.854034 0.056627 
6.8 2461.000000 56.099328 0.138060 
6.8 1878.080000 28.695942 0.053893 
6.8 2623.080000 67.866416 0.178019 
6.8 2528.160000 59.012750 0.149194 
6.8 2670.160000 67.365558 0.179877 
6.8 2014.360000 35.017801 0.070538 
6.8 2500.160000 59.505369 0.148773 
6.8 2142.040000 43.695352 0.093597 
6.8 2833.120000 78.950280 0.223676 
6.8 2329.200000 53.292643 0.124129 
6.8 1763.080000 26.223160 0.046234 
6.8 2268.920000 44.938003 0.101961 
6.8 2778.800000 75.094682 0.208673 
6.8 2773.160000 74.113341 0.205528 
6.8 2520.240000 60.462782 0.152381 
