tau: 0.29122300904123694 pvalue: 0.10317268723569084 force: 0.0 
tau: 0.17473475854489767 pvalue: 0.027567348348264575 force: 0.4 
tau: 0.19209813308979012 pvalue: 0.07424568846342927 force: 0.8 
tau: 0.23395592498540582 pvalue: 0.17265227196767707 force: 1.2 
tau: 0.3528814125470403 pvalue: 0.03175069034902389 force: 1.6 
tau: 0.291888971090388 pvalue: 0.0821897008132837 force: 2.0 
tau: 0.3835532575356475 pvalue: 0.015190463781487917 force: 2.4 
tau: 0.54108589841095 pvalue: 0.34872159712832695 force: 2.8 
tau: 0.5930722817835639 pvalue: 0.03890536442441761 force: 3.2 
tau: 0.6244770567381337 pvalue: 0.026828891772263885 force: 3.6 
tau: 0.6494090912304854 pvalue: 0.052594202418066005 force: 4.0 
tau: 0.48000410186896614 pvalue: 0.04934679447777346 force: 4.4 
tau: 0.6987163305991901 pvalue: 0.020061377578390216 force: 4.8 
tau: 0.6100939536820125 pvalue: 0.09661379460211283 force: 5.2 
tau: 0.7210435593084779 pvalue: 0.006792401657767733 force: 5.6 
tau: 0.6128947908780927 pvalue: 0.09300425384821764 force: 6.0 
tau: 0.5433341190055553 pvalue: 0.03151542571544608 force: 6.4 
tau: 0.47242800966739257 pvalue: 0.11850693942894075 force: 6.8 
tau: 0.5075140397008929 pvalue: 0.022136153046837026 force: 7.2 
tau: 0.37896495844341355 pvalue: 0.14057325342175997 force: 7.6 
tau: 0.3633484738841611 pvalue: 0.03385814206680959 force: 8.0 
