#run	 escape_time
1	 0.521165
2	 0.462215
3	 0.676492
4	 0.276967
5	 0.258372
6	 0.570073
7	 0.438230
8	 0.484019
9	 0.335841
10	 0.539297
11	 0.647007
12	 0.519455
13	 0.785916
14	 1.204170
15	 0.541975
16	 0.654970
17	 1.054400
18	 0.502218
19	 0.604182
20	 0.404863
