#force	 last_time	 alpha	 product
5.6 16030.640000 18.425350 0.295370 
5.6 20654.560000 29.777418 0.615039 
5.6 18373.960000 24.142904 0.443601 
5.6 19439.120000 26.945950 0.523806 
5.6 22065.520000 35.136140 0.775297 
5.6 19660.680000 27.404150 0.538784 
5.6 17399.840000 21.971045 0.382293 
5.6 21475.880000 33.980975 0.729771 
5.6 15565.600000 17.988051 0.279995 
5.6 17536.520000 22.379479 0.392458 
5.6 18174.280000 23.684556 0.430450 
5.6 21122.600000 32.798219 0.692784 
5.6 19800.440000 27.959232 0.553605 
5.6 20360.600000 29.618151 0.603043 
5.6 16845.520000 20.889233 0.351890 
5.6 15770.240000 18.303000 0.288643 
5.6 18985.200000 25.302323 0.480370 
5.6 16886.320000 20.841124 0.351930 
5.6 18730.360000 25.374485 0.475273 
5.6 10479.360000 9.968098 0.104459 
