#force	 last_time	 alpha	 product
0.0 24459.960000 10.323251 0.252506 
0.0 26849.520000 11.320277 0.303944 
0.0 9099.560000 3.441810 0.031319 
0.0 24832.080000 10.380597 0.257772 
0.0 20879.720000 8.222788 0.171690 
0.0 26272.200000 11.279302 0.296332 
0.0 17157.720000 6.510949 0.111713 
0.0 18115.240000 6.857027 0.124217 
0.0 26416.920000 11.371315 0.300395 
0.0 9439.080000 3.504827 0.033082 
0.0 25414.280000 10.848803 0.275715 
0.0 24444.120000 10.232390 0.250122 
0.0 24784.920000 10.561216 0.261759 
0.0 22970.400000 9.403039 0.215992 
0.0 27295.280000 12.276799 0.335099 
0.0 23475.120000 9.465310 0.222199 
0.0 21170.560000 8.309620 0.175919 
0.0 19205.640000 7.315529 0.140499 
0.0 23269.560000 9.305622 0.216538 
0.0 18269.880000 7.007654 0.128029 
