#force	 last_time	 alpha	 product
5.2 18725.320000 25.008909 0.468300 
5.2 16561.440000 20.664003 0.342226 
5.2 15918.480000 18.776319 0.298890 
5.2 17627.440000 22.515608 0.396893 
5.2 14668.120000 16.075177 0.235793 
5.2 22116.760000 35.614928 0.787687 
5.2 22969.240000 38.836888 0.892054 
5.2 12339.680000 12.368490 0.152623 
5.2 11553.600000 11.162066 0.128962 
5.2 20794.640000 31.181785 0.648414 
5.2 21766.120000 34.941034 0.760531 
5.2 21100.200000 32.197641 0.679377 
5.2 21980.720000 35.987596 0.791033 
5.2 15615.040000 18.070823 0.282177 
5.2 13720.480000 14.654231 0.201063 
5.2 19233.640000 26.574224 0.511119 
5.2 19550.480000 27.329626 0.534307 
5.2 18987.960000 26.091156 0.495418 
5.2 20675.560000 30.774616 0.636282 
5.2 14075.960000 14.701390 0.206936 
