#force	 last_time	 alpha	 product
6.4 17634.600000 22.345383 0.394052 
6.4 19986.720000 29.498968 0.589588 
6.4 15726.360000 19.697067 0.309763 
6.4 19484.280000 28.807983 0.561303 
6.4 19389.520000 28.342894 0.549555 
6.4 17019.960000 21.616322 0.367909 
6.4 14734.000000 16.910941 0.249166 
6.4 18765.760000 25.539213 0.479263 
6.4 20379.720000 31.758664 0.647233 
6.4 21576.680000 34.266008 0.739347 
6.4 13960.760000 15.727148 0.219563 
6.4 15436.360000 19.625915 0.302953 
6.4 20628.280000 30.705454 0.633401 
6.4 17282.160000 22.383660 0.386838 
6.4 18601.480000 25.167550 0.468154 
6.4 9903.960000 9.043599 0.089567 
6.4 16442.440000 21.436598 0.352470 
6.4 18684.600000 25.197006 0.470796 
6.4 19707.480000 29.272801 0.576893 
6.4 7917.160000 6.787633 0.053739 
