#run	 escape_time
1	 0.098333
2	 0.152265
3	 0.475001
4	 0.058592
5	 0.037906
6	 0.056161
7	 0.190982
8	 0.071522
9	 0.087589
10	 0.083576
11	 0.113725
12	 0.072064
13	 0.242222
14	 0.093882
15	 0.079708
16	 0.121488
17	 0.099798
18	 0.186160
19	 0.052040
20	 0.132222
