#run	 escape_time
1	 0.329434
2	 0.293560
3	 0.189609
4	 0.416754
5	 0.215936
6	 0.240580
7	 0.278131
8	 0.341714
9	 0.289922
10	 0.139631
11	 0.334002
12	 0.344376
13	 0.305706
14	 0.538438
15	 0.047053
16	 0.101697
17	 0.305813
18	 0.341057
19	 0.121893
20	 0.177853
