#force	 last_time	 alpha	 product
6.4 2313.880000 44.786627 0.103631 
6.4 1850.040000 28.872129 0.053415 
6.4 2332.680000 46.603394 0.108711 
6.4 2378.200000 50.385669 0.119827 
6.4 2798.000000 80.931279 0.226446 
6.4 2055.240000 34.729879 0.071378 
6.4 1991.760000 33.723256 0.067169 
6.4 2968.360000 92.622704 0.274938 
6.4 1343.960000 15.553143 0.020903 
6.4 2742.040000 82.407755 0.225965 
6.4 3064.040000 102.318308 0.313507 
6.4 2611.560000 61.228542 0.159902 
6.4 1583.400000 19.127768 0.030287 
6.4 2355.120000 50.108197 0.118011 
6.4 1623.920000 21.891097 0.035549 
6.4 1581.680000 20.374117 0.032225 
6.4 2669.760000 67.620224 0.180530 
6.4 2079.920000 39.299535 0.081740 
6.4 2930.720000 90.346718 0.264781 
6.4 2667.120000 69.537630 0.185465 
