#force	 last_time	 alpha	 product
0.0 19773.000000 7.759588 0.153430 
0.0 23615.480000 9.360131 0.221044 
0.0 35051.320000 18.359968 0.643541 
0.0 16297.720000 6.068253 0.098899 
0.0 25095.720000 10.444510 0.262112 
0.0 15823.520000 5.861561 0.092751 
0.0 23798.120000 9.958822 0.237001 
0.0 15728.360000 5.900288 0.092802 
0.0 29423.960000 13.723766 0.403808 
0.0 26173.400000 11.557841 0.302508 
0.0 27460.160000 12.116682 0.332726 
0.0 26628.360000 11.994753 0.319401 
0.0 27658.920000 12.132344 0.335568 
0.0 26480.920000 11.860787 0.314085 
0.0 23015.560000 9.674151 0.222656 
0.0 24225.600000 10.324971 0.250129 
0.0 9023.000000 3.459608 0.031216 
0.0 27742.440000 12.791648 0.354872 
0.0 26816.800000 12.212093 0.327489 
0.0 17165.240000 6.466181 0.110994 
