#run	 escape_time
1	 0.339424
2	 0.455870
3	 0.351224
4	 0.639962
5	 0.705950
6	 0.255185
7	 0.189819
8	 0.358894
9	 0.186519
10	 0.276963
11	 0.080608
12	 0.329328
13	 0.399954
14	 0.664322
15	 0.288077
16	 0.786571
17	 0.426897
18	 0.674393
19	 0.554375
20	 0.576704
