#run	 escape_time
1	 0.157675
2	 0.133763
3	 0.172120
4	 0.101685
5	 0.134429
6	 0.176099
7	 0.169573
8	 0.009105
9	 0.118926
10	 0.104589
11	 0.013598
12	 0.149710
13	 0.086691
14	 0.054969
15	 0.063592
16	 0.032138
17	 0.084645
18	 0.078607
19	 0.114673
20	 0.046947
