#force	 last_time	 alpha	 product
3.2 11949.960000 11.676027 0.139528 
3.2 17067.600000 20.538095 0.350536 
3.2 18125.640000 23.942827 0.433979 
3.2 17018.520000 21.933750 0.373280 
3.2 16100.400000 19.035652 0.306482 
3.2 19932.080000 28.396262 0.565997 
3.2 17272.800000 21.623741 0.373503 
3.2 17306.400000 22.568878 0.390586 
3.2 23484.840000 40.044496 0.940439 
3.2 18879.000000 26.381276 0.498052 
3.2 12067.040000 11.695285 0.141127 
3.2 15193.440000 18.002377 0.273518 
3.2 14642.840000 16.600022 0.243071 
3.2 16940.960000 20.980707 0.355433 
3.2 18490.800000 24.265586 0.448690 
3.2 23269.160000 40.072516 0.932454 
3.2 20728.840000 31.459035 0.652109 
3.2 17639.160000 22.856558 0.403170 
3.2 18159.720000 23.931288 0.434585 
3.2 18695.280000 25.190026 0.470935 
