#force	 last_time	 alpha	 product
5.6 17724.440000 23.785433 0.421583 
5.6 20656.280000 31.810306 0.657083 
5.6 15051.040000 17.888661 0.269243 
5.6 20169.160000 30.684229 0.618875 
5.6 19417.280000 28.489698 0.553192 
5.6 18052.400000 23.286476 0.420377 
5.6 20897.520000 32.512625 0.679433 
5.6 14725.200000 17.476267 0.257342 
5.6 21823.320000 35.551166 0.775844 
5.6 17659.040000 23.610024 0.416930 
5.6 16871.720000 21.215574 0.357943 
5.6 19878.760000 30.213100 0.600599 
5.6 15150.360000 17.134699 0.259597 
5.6 16624.880000 20.521500 0.341167 
5.6 18958.640000 26.954775 0.511026 
5.6 20143.520000 29.796312 0.600203 
5.6 21971.960000 35.619932 0.782640 
5.6 18414.800000 25.655896 0.472448 
5.6 24375.640000 43.722259 1.065758 
5.6 15327.680000 18.162605 0.278391 
